1 -8.9407e-9
0.75 -3.0855e-2
0.5 -5.25075e-2
0.25 -5.91835e-2
0 0
0.25 5.918357e-2
0.5 5.250752e-2
0.75 3.085531e-2
1 8.9407e-9
